,name,price,couple-friendly,location,description
134,Zense Candolim,"₹ 2,589",YES,Candolim | 7-8 minutes walk from Candolim Beach,"This 3 Star Resort in Goa is located in Candolim. Full Address of property is Opp Novotel Hotel, Escrivao vaddo candolim, Goa View On Map This Resort have 3.8 Out of 5 Rating where  4.3/5 for Location &  4.0/5 for Hospitality &  4.0/5 for Room . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
135,Swimsea Beach Resort (A Beach Property),"₹ 1,984",YES,Panjim,"Location of the Resort is Panjim View On Map (Caramzalem Beach (Miramar),Donapaula). It’s a 3 Star Resort with overall Rating 3.1 Out of 5 where  4.0/5 for Location &  3.6/5 for Value for Money &  3.6/5 for Security . Top Facilities of this Resort are Free Parking & Lawn & Bar. "
136,"Lazy Lagoon, A Lemon Tree Resort, Goa, Baga","₹ 6,649",YES,Baga | 2.2 km from Baga Beach,"This 5 Star Resort in Goa is located in Baga. Full Address of property is Off Baga Creek, Baga Arpora, Bardez, Goa 403518, India View On Map This Resort have 3.9 Out of 5 Rating where  4.1/5 for Cleanliness &  4.1/5 for Child friendliness &  4.1/5 for Location . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Kids Play Area & Free Wi-Fi & Cafe. "
137,Tranquility Cottage Resort,"₹ 3,331",YES,Baga | 5-6 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (Near Boxis Bridge, Baga Bardez Goa). It’s a 3 Star Resort with overall Rating 4.2 Out of 5 where  4.4/5 for Room &  4.3/5 for Cleanliness &  4.2/5 for Location . Top Facilities of this Resort are Free Wi-Fi & Lawn & Air Conditioning. "
138,"The Tamarind Zinc Journey By The Fern, Anjuna, Goa","₹ 4,290",YES,Anjuna,"This 3 Star Resort in Goa is located in Anjuna. Full Address of property is 1286 Kumar Vaddo Near St Michael Church, Anjuna View On Map This Resort have 4.0 Out of 5 Rating where  4.2/5 for Security &  4.2/5 for Room &  4.2/5 for Food . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Lawn & Bar. "
139,Miranda Beach Resort,"₹ 3,975",YES,Baga | 5-6 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (H.no.- 7/183-A, Sauntawado, CALANGUTE, BARDEZ - 403516, GOA). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.4/5 for Location &  3.9/5 for Cleanliness &  3.9/5 for Amenities . Top Facilities of this Resort are Free Wi-Fi & Bar & Elevator/Lift. "
140,The Regalia Resort Goa,"₹ 3,543",YES,Ashwem Beach | 4-5 minutes walk from Ashwem Beach,"This 3 Star Resort in Goa is located in Ashwem Beach. Full Address of property is Ashvem Beach,Ashvem Wada,Mandrem,Goa 403512 View On Map This Resort have 4.3 Out of 5 Rating where  4.7/5 for Room &  4.6/5 for Location &  4.4/5 for Cleanliness . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
141,The Verda de Miranda Resort,"₹ 2,679",YES,Morjim | 2.5 km from Morjim Beach,"Location of the Resort is Morjim View On Map (H. No. 434/1, Near Bhumika Temple, Varchawada, Morjim, North Goa.). It’s a 4 Star Resort with overall Rating 4.3 Out of 5 where  5.0/5 for Cleanliness &  3.7/5 for Food &  1.0/5 for Amenities . Top Facilities of this Resort are Lawn & Bar & Elevator/Lift. "
142,Indismart Woodbourne Resort,"₹ 1,628",YES,South Goa,"This 3 Star Resort in Goa is located in South Goa. Full Address of property is Gounloy, Nuvem, Near Verna Industrial Area , Salcete, Goa. View On Map This Resort have 3.9 Out of 5 Rating where  4.4/5 for Security &  4.3/5 for Value for Money &  4.1/5 for Hospitality . Key amenities of this property are Free Parking & Free Wi-Fi & Outdoor Sports. "
143,"Fortune Resort Benaulim, Goa","₹ 8,000",YES,Benaulim | 7-8 minutes walk from Benaulim Beach,"Location of the Resort is Benaulim View On Map (1795/H,Calwaddo,Benaulim, Salcette, Goa, Margao). It’s a 5 Star Resort with overall Rating 4.1 Out of 5 where  4.3/5 for Cleanliness &  4.2/5 for Hospitality &  4.1/5 for Room . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Outdoor Sports. "
144,Merit Resort,"₹ 1,590",YES,Calangute | 1.1 km from Calangute Beach,"Full Address of property is Near Baskin Robbins, Porba Waddo, Calangute Arpora Road, Goa View On Map This Resort have 3.2 Out of 5 Rating where  3.8/5 for Location &  3.7/5 for Hospitality &  3.6/5 for Room . Key amenities of this property are Free Wi-Fi & Cafe & Bar. "
145,The Baga Beach Resort,"₹ 8,132",YES,Baga | 2-3 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (7/225/A, SAUNTA VADDO, BAGA, GOA, INDIA). It’s a 4 Star Resort with overall Rating 4.0 Out of 5 where  4.5/5 for Location &  4.0/5 for Cleanliness &  4.0/5 for Room . Top Facilities of this Resort are Lawn & Bar & Air Conditioning. "
146,Alcove Beach Resort,"₹ 2,721",YES,Vagator | 950 m from Anjuna Beach,"This 3 Star Resort in Goa is located in Vagator. Full Address of property is Ozran Beach,Small Vagator, Anjuna, View On Map This Resort have 4.3 Out of 5 Rating where  4.6/5 for Location &  4.5/5 for Hospitality &  4.4/5 for Security . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Bar. "
147,The Byke Royal Pearl Anjuna,"₹ 6,235",YES,Vagator | 2.2 km from Vagator Beach,"Location of the Resort is Vagator View On Map (1630, Grand Chivar Village, Panchayat Road Opp. Vagator Bharat Petrol Pump , 

Anjuna , Goa - 403509). It’s a 3 Star Resort with overall Rating 4.0 Out of 5 where  4.4/5 for Hospitality &  4.2/5 for Cleanliness &  4.2/5 for Security . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Room Service. "
148,Bellflower Alidia Beach Resort,"₹ 2,117",YES,Baga | 4-5 minutes walk from Baga Beach,"This 3 Star Resort in Goa is located in Baga. Full Address of property is Saunta Vaddo, Baga road, Calangute Bardez Goa View On Map This Resort have 3.5 Out of 5 Rating where  4.4/5 for Location &  4.1/5 for Hospitality &  3.8/5 for Amenities . Key amenities of this property are Lawn & Air Conditioning & Power Backup. "
149,Le'gala Beach Resort,"₹ 3,153",YES,Anjuna | 2-3 minutes walk from Anjuna Beach,"Location of the Resort is Anjuna View On Map (Survey No. 72/2, H. No. 669/7, Bardez, Anjuna, North Goa, Goa, 403509
). It’s a 3 Star Resort with overall Rating 4.1 Out of 5 where  4.6/5 for Location &  4.1/5 for Value for Money &  4.0/5 for Amenities . Top Facilities of this Resort are Free Parking & Bar & Room Service. "
150,COZY WOODS HILL RESORT,"₹ 1,801",YES,North Goa,"Full Address of property is Cozy Woods Hill Resort
Pether, Behind St. John Church
Carambolim, North Goa
 View On Map This Resort have 4.0 Out of 5 Rating where  5.0/5 for Location &  4.0/5 for Cleanliness &  4.0/5 for Room . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
151,Sun City Resort,"₹ 2,880",YES,Baga | 3-4 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (Saunta  Vaddo,Calangute- Baga road, Calangute  Goa). It’s a 3 Star Resort with overall Rating 3.3 Out of 5 where  4.2/5 for Location &  3.6/5 for Security &  3.5/5 for Food . Top Facilities of this Resort are Free Parking & Lawn & Air Conditioning. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
152,Baywatch Resort,"₹ 4,092",YES,Benaulim | 5-6 minutes walk from Benaulim Beach,"This 4 Star Resort in Goa is located in Benaulim. Full Address of property is Sernabatim Beach Road, Colva Beach, Colva View On Map This Resort have 3.6 Out of 5 Rating where  3.9/5 for Location &  3.9/5 for Child friendliness &  3.8/5 for Cleanliness . Key amenities of this property are Free Parking & Outdoor Sports & Lawn. "
153,Blue Marine Resort,"₹ 1,682",YES,Calangute | 2-3 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (HOUSE NO. 132/D, BLUE MARINE RESORT, UMTA VADDO, CALANGUTE, BARDEZ, North Goa, Goa, 403516). Top Facilities of this Resort are Air Conditioning & Room Service & Power Backup. "
154,Varca Le Palms Beach Resort,"₹ 5,542",YES,Varca Beach | 2-3 minutes walk from Varca Beach,"This 4 Star Resort in Goa is located in Varca Beach. Full Address of property is Varca :e Palms- A Unit of Siddharta Resorts and Foods Inc. Fatrade, Varca Village, Salcete, South Goa View On Map This Resort have 4.1 Out of 5 Rating where  4.3/5 for Cleanliness &  4.0/5 for Child friendliness &  3.9/5 for Value for Money . Key amenities of this property are Free Parking & Free Wi-Fi & Outdoor Sports. "
155,Safira River Front Resort,"₹ 3,348",YES,Morjim | 1.5 km from Morjim Beach,"Location of the Resort is Morjim View On Map (129/01, Safira River Front Resort, Narojiwada, Morjim,Pernem,
North Goa, Goa, 403512
). It’s a 3 Star Resort with overall Rating 4.0 Out of 5 where  5.0/5 for Security &  4.5/5 for Cleanliness &  4.4/5 for Room . Top Facilities of this Resort are EV Charging Station & Free Parking & Free Wi-Fi. "
156,Athi Resorts,"₹ 1,935",NO,Bogmalo | 1.2 km from Bogmalo Beach,"This 3 Star Resort in Goa is located in Bogmalo. Full Address of property is Plot No. 38/41,  Bogmalo,
Bogmalo Beach Road, 
Opposite Naval Aviation Museum,
Dabolim, Vasco  View On Map This Resort have 3.7 Out of 5 Rating where  4.1/5 for Hospitality &  4.1/5 for Security &  3.9/5 for Location . Key amenities of this property are Free Parking & Lawn & Air Conditioning. "
157,"ZIVA SUITES, a Boutique Hotel","₹ 4,342",YES,Siolim,"Location of the Resort is Siolim View On Map (Wadi, Siolim-Chapora road, Vagator Area, Bardez, Goa 403517 Landmark: Next to Thalassa Restaurant). It’s a 4 Star Resort with overall Rating 4.5 Out of 5 where  4.9/5 for Room &  4.7/5 for Cleanliness &  4.7/5 for Location . Top Facilities of this Resort are Free Parking & Cafe & Bar. "
158,Marina Bay Beach Resort,"₹ 1,767",YES,Candolim | 7-8 minutes walk from Candolim Beach,"This 3 Star Resort in Goa is located in Candolim. Full Address of property is Anna Vaddo, Candolim Bardez, Goa View On Map This Resort have 3.8 Out of 5 Rating where  4.1/5 for Cleanliness &  4.1/5 for Value for Money &  4.0/5 for Room . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
159,Acron Waterfront Resort,"₹ 10,336",YES,Baga | 4-5 minutes walk from Baga Beach,Location of the Resort is Baga View On Map (Acron Waterfront resort and spa H.No 591/4/c1 SY NO258/4 BAGA 403526). It’s a 4 Star Resort with overall Rating 4.2 Out of 5 where  4.6/5 for Hospitality &  4.4/5 for Cleanliness &  4.4/5 for Amenities . Top Facilities of this Resort are Lawn & Bar & Air Conditioning.
160,The Verda Osborne Resort,"₹ 1,851",YES,Calangute | 1.2 km from Calangute Beach,"This 3 Star Resort in Goa is located in Calangute. Full Address of property is Gaura Vado, Calangute Beach Road, Calangute Bardez Goa View On Map This Resort have 3.5 Out of 5 Rating where  3.9/5 for Location &  3.8/5 for Cleanliness &  3.6/5 for Child friendliness . Key amenities of this property are Free Wi-Fi & Outdoor Sports & Bar. "
161,Larisa Resort Ashwem,"₹ 9,960",YES,North Goa,"Location of the Resort is North Goa View On Map (Village Mandrem, Pernem Goa). It’s a 5 Star Resort with overall Rating 4.6 Out of 5 where  5.0/5 for Child friendliness &  5.0/5 for Cleanliness &  5.0/5 for Value for Money . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Cafe. "
162,Resort De Alturas,"₹ 3,526",YES,Candolim | 5-6 minutes walk from Candolim Beach,"This 4 Star Resort in Goa is located in Candolim. Full Address of property is Survey No 42-2 Baman Vaddo, Candolim, Bardez Goa View On Map This Resort have 3.3 Out of 5 Rating where  3.8/5 for Location &  3.6/5 for Food &  3.6/5 for Hospitality . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
163,Leoney Resort,"₹ 3,581",YES,Vagator | 7-8 minutes walk from Vagator Beach,"Location of the Resort is Vagator View On Map (563/1, Leoney Resort, Ozran Beach Road, Vagator, North Goa, Goa). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.5/5 for Security &  4.3/5 for Cleanliness &  4.1/5 for Hospitality . Top Facilities of this Resort are Outdoor Sports & Air Conditioning & Room Service. "
164,Rock Bite Beach Resort,"₹ 2,037",YES,Morjim | 2-3 minutes walk from Morjim Beach,"This 3 Star Resort in Goa is located in Morjim. Full Address of property is House No 912 Vithaldaswado, Morjim Pernem Goa View On Map This Resort have 3.4 Out of 5 Rating where  4.3/5 for Location &  4.1/5 for Room &  4.0/5 for Value for Money . Key amenities of this property are Free Parking & Bar & Room Service. "
165,Paradise Village Beach Resort,"₹ 2,976",YES,Calangute | 5-6 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (Bang on the Beach!!
Calngute,Bardez, Goa ). It’s a 3 Star Resort with overall Rating 3.3 Out of 5 where  4.5/5 for Location &  3.7/5 for Hospitality &  3.6/5 for Amenities . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Kitchenette. "
166,Mayflower Beach Resort,"₹ 3,488",YES,Baga | 2-3 minutes walk from Baga Beach,"This 3 Star Resort in Goa is located in Baga. Full Address of property is Club Tito's Lane,
Opposite Angelina Resort,
Behind Limelight Restaurant,
Baga, Calangute, Goa View On Map This Resort have 3.1 Out of 5 Rating where  4.1/5 for Location &  3.3/5 for Child friendliness &  3.3/5 for Cleanliness . Key amenities of this property are Bar & Air Conditioning & Room Service. "
167,Sea Queen Beach Resort and Spa,"₹ 7,053",YES,Betalbatim Beach | 2-3 minutes walk from Colva Beach,"Location of the Resort is Betalbatim Beach View On Map (Betalbatim, Salcete, Goa- 403708). It’s a 5 Star Resort with overall Rating 4.4 Out of 5 where  4.6/5 for Cleanliness &  4.5/5 for Child friendliness &  4.4/5 for Food . Top Facilities of this Resort are Free Parking & Lawn & Cafe. "
168,Larios Beach Holidays ( By the Beach ),"₹ 2,790",YES,Baga | 2-3 minutes walk from Baga Beach,"This 3 Star Resort in Goa is located in Baga. Full Address of property is 7142, Saunta Vaddo, Behind La Calypso Hotel, Baga Beach, Bardez, Goa.  View On Map This Resort have 3.3 Out of 5 Rating where  4.1/5 for Location &  3.7/5 for Security &  3.4/5 for Room . Key amenities of this property are Free Parking & Bar & Air Conditioning. "
169,La Vaiencia beach resort,"₹ 2,382",YES,Morjim | 4-5 minutes walk from Morjim Beach,"Location of the Resort is Morjim View On Map (Tembwada, Morjim Beach, Pernem, Goa.). It’s a 4 Star Resort with overall Rating 3.4 Out of 5 where  3.9/5 for Child friendliness &  3.7/5 for Location &  3.6/5 for Security . Top Facilities of this Resort are EV Charging Station & Free Parking & Lawn. "
170,Living Room By seasons,"₹ 2,880",YES,Vagator | 1.2 km from Vagator Beach,"This 3 Star Resort in Goa is located in Vagator. Full Address of property is Vagator Beach Road, Anjuna. Bardez, Goa View On Map This Resort have 3.8 Out of 5 Rating where  4.5/5 for Child friendliness &  4.1/5 for Room &  4.1/5 for Hospitality . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Lawn & Cafe & Bar. "
171,Soul vacation Resort & Spa,"₹ 4,171",YES,Colva Beach | 4-5 minutes walk from Colva Beach,"Location of the Resort is Colva Beach View On Map (4th ward, Colva Beach, Salcette Goa). It’s a 3 Star Resort with overall Rating 4.0 Out of 5 where  4.4/5 for Hospitality &  4.3/5 for Location &  4.2/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
172,Sea Breeze Max- Resort & Spa,"₹ 3,255",YES,South Goa | 1.7 km from Varca Beach,"This 3 Star Resort in Goa is located in South Goa. Full Address of property is ORLIM, ORLIM, South Goa View On Map This Resort have 3.2 Out of 5 Rating where  5.0/5 for Location &  3.5/5 for Child friendliness &  3.5/5 for Hospitality . Key amenities of this property are Free Parking & Free Wi-Fi & Cafe. "
173,Baga Hideout Premiere,"₹ 5,145",YES,Baga | 4-5 minutes walk from Baga Beach,Location of the Resort is Baga View On Map (House No 7/42 Saunta Waddo Baga Road Baga). It’s a 4 Star Resort with overall Rating 3.9 Out of 5 where  4.1/5 for Child friendliness &  3.7/5 for Hospitality &  3.6/5 for Cleanliness . Top Facilities of this Resort are Lawn & Cafe & Bar.
174,Lillywoods Highland Beach Resort,"₹ 3,398",YES,Candolim | 810 m from Candolim Beach,"This 3 Star Resort in Goa is located in Candolim. Full Address of property is Marquis Waddo, Candolim, 
Survey No 230/1,226/5,228/1,227/4,, 1,2,224/1,223/8,225, Candolim, Bardez Taluka Goa View On Map This Resort have 3.1 Out of 5 Rating where  5.0/5 for Food &  5.0/5 for Amenities &  4.7/5 for Cleanliness . Key amenities of this property are Free Parking & Kitchenette & Lawn. "
175,TP Beach Resort,"₹ 2,220",YES,Arambol Beach,"Location of the Resort is Arambol Beach View On Map (khalchawada, Harmal, Arambol, pernem Goa). It’s a 3 Star Resort with overall Rating 3.5 Out of 5 where  5.0/5 for Location &  4.0/5 for Security &  3.7/5 for Value for Money . Top Facilities of this Resort are EV Charging Station & Free Parking & Lawn. "
176,Agonda Secret Garden (Sea View),₹ 972,YES,Agonda | 2-3 minutes walk from Agonda Beach,"Full Address of property is House No 272, Dovalkazaon, Agonda, Canacona View On Map This Resort have 3.4 Out of 5 Rating where  5.0/5 for Food &  5.0/5 for Amenities &  5.0/5 for Location . Key amenities of this property are Free Parking & Outdoor Sports & Cafe. "
177,Casa Vagator,"₹ 7,000",YES,Vagator | 1.2 km from Anjuna Beach,"Location of the Resort is Vagator View On Map (House No. 594/4, Ozron Vagator-Anjuna Bardez Goa). It’s a 4 Star Resort with overall Rating 3.7 Out of 5 where  4.2/5 for Location &  4.0/5 for Security &  4.0/5 for Hospitality . Top Facilities of this Resort are Free Parking & Lawn & Bar. "
178,Sukhsagar Beach  Resort,"₹ 1,116",YES,Colva | 4-5 minutes walk from Colva Beach,"Full Address of property is Colva Beach, South - Goa View On Map This Resort have 2.3 Out of 5 Rating where  3.9/5 for Hospitality &  3.6/5 for Child friendliness &  1.9/5 for Value for Money . Key amenities of this property are Free Wi-Fi & Lawn & Bar. "
179,Aiden by Best Western Vagator,"₹ 4,797",NO,Vagator | 630 m from Vagator Beach,"Location of the Resort is Vagator View On Map (PLOT NO 330/1, Anjuna Bardez Goa Street No Anjuna, Landmark Anjuna Road, Goa). It’s a 3 Star Resort with overall Rating 4.6 Out of 5 where  4.7/5 for Child friendliness &  4.7/5 for Cleanliness &  4.6/5 for Location . Top Facilities of this Resort are Free Parking & Cafe & Bar. "
180,Bambolim Beach Resort,"₹ 4,845",NO,North Goa | 4-5 minutes walk from Bambolim Beach,"This 4 Star Resort in Goa is located in North Goa. Full Address of property is Nunes Beach Properties, Bambolim View On Map This Resort have 3.3 Out of 5 Rating where  4.2/5 for Location &  3.6/5 for Security &  3.5/5 for Child friendliness . Key amenities of this property are Free Parking & Outdoor Sports & Lawn. "
181,La Sunila Suites,"₹ 3,399",YES,Baga | 1.9 km from Baga Beach,"Location of the Resort is Baga View On Map (520/3,520/4,520/5,520/6 and 520/7, Dr Constancio Maschrans,River View Arpora, basa Road, Arpora, Bardez, North Goa.). It’s a 4 Star Resort with overall Rating 4.4 Out of 5 where  5.0/5 for Security &  4.5/5 for Child friendliness &  4.5/5 for Amenities . Top Facilities of this Resort are Free Public Parking & Lawn & Cafe. "
182,Maargit Beach Resort,"₹ 4,605",YES,North Goa,"This 4 Star Resort in Goa is located in North Goa. Full Address of property is Maargit Beach Resort Goa,Ashvem Beach,North Goa View On Map This Resort have 4.3 Out of 5 Rating where  4.7/5 for Cleanliness &  4.6/5 for Child friendliness &  4.2/5 for Value for Money . Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
183,Resorte De Tio Carmino,"₹ 2,400",YES,Calangute | 730 m from Candolim Beach,"Location of the Resort is Calangute View On Map (SY No. 133/4, 133/5 and 133/10, Calangute, Bardez, Goa). Top Facilities of this Resort are Free Wi-Fi & Bar & Air Conditioning. "
184,Cocoteros Resort,"₹ 2,813",YES,North Goa | 1.2 km from Mandrem Beach,"This 3 Star Resort in Goa is located in North Goa. Full Address of property is Arambol  Mandrem road Near Bank of India Mandrem , North goa View On Map This Resort have 4.2 Out of 5 Rating where  4.6/5 for Cleanliness &  4.6/5 for Child friendliness &  4.4/5 for Value for Money . Key amenities of this property are Free Parking & Air Conditioning & Room Service. "
185,Ginger Tree Goveia Suites,"₹ 1,860",YES,Candolim | 1.3 km from Candolim Beach,"Location of the Resort is Candolim View On Map (Ginger Tree Goveia Suites, Located opp CCD, on Candolim Main Road, North Goa, Goa. ). It’s a 3 Star Resort with overall Rating 3.2 Out of 5 where  3.7/5 for Child friendliness &  3.6/5 for Location &  3.6/5 for Security . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Lawn. "
186,Fenicia Riverside Resort,"₹ 5,850",YES,Velim,"This 4 Star Resort in Goa is located in Velim. Full Address of property is 333/1, Rangali, Betul, Salcete View On Map This Resort have 4.2 Out of 5 Rating where  4.7/5 for Room &  4.6/5 for Cleanliness &  4.6/5 for Hospitality . Key amenities of this property are Free Parking & Bar & 24-hour Room Service. "
187,Mykonos Blu,"₹ 4,650",YES,Baga | 3-4 minutes walk from Baga Beach,"Location of the Resort is Baga View On Map (Baga riverfront, Bagavaddo Arpora Baga Bardez). It’s a 3 Star Resort with overall Rating 4.2 Out of 5 where  4.5/5 for Security &  4.4/5 for Room &  4.4/5 for Location . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Bar. "
188,Kyriad Prestige Calangute Goa by OTHPL,"₹ 3,924",YES,Calangute Baga Road | 7-8 minutes walk from Calangute Beach,"This 4 Star Resort in Goa is located in Calangute Baga Road. Full Address of property is Umtavaddo, Calangute,Bardez View On Map This Resort have 4.0 Out of 5 Rating where  4.4/5 for Location &  4.4/5 for Hospitality &  4.2/5 for Food . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Lawn. "
189,Qees Empire Beach Resort Beachfront,"₹ 3,112",YES,Calangute | 2-3 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (QEES EMPIRE BEACH RESORT  , LANE OPPOSITE TO PIZZA HUT ,LAST AT THE BEACH .). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.4/5 for Location &  4.2/5 for Child friendliness &  4.1/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Lawn & Bar. "
190,Buena Vida Beach Resort,"₹ 7,098",YES,Morjim | 4-5 minutes walk from Morjim Beach,"This 3 Star Resort in Goa is located in Morjim. Full Address of property is SY.No. - 131/1, Vthaldaswada, Morjim beach,  Goa View On Map This Resort have 4.2 Out of 5 Rating where  5.0/5 for Room &  5.0/5 for Hospitality &  4.8/5 for Location . Key amenities of this property are Free Wi-Fi & Lawn & Bar. "
191,Casa Ahaana Resort Goa,"₹ 3,146",YES,Vagator,"Location of the Resort is Vagator View On Map (Bardez-Goa Mapusa B 403513, Landmark Block-A Staircase Anjuna ). It’s a 4 Star Resort with overall Rating 3.9 Out of 5 where  5.0/5 for Location &  4.6/5 for Room &  4.4/5 for Child friendliness . Top Facilities of this Resort are Free Parking & Lawn & Cafe. "
192,Ciroc Hotel,"₹ 2,511",YES,Morjim | 2-3 minutes walk from Morjim Beach,"Full Address of property is Opposite Pleasure Resort, Vitthaldaswado Next to Naga Cottages, Morjim, 403512
 View On Map This Resort have 3.5 Out of 5 Rating where  3.6/5 for Location &  3.2/5 for Value for Money &  2.9/5 for Child friendliness . Key amenities of this property are Lawn & Air Conditioning & Room Service. "
193,Alila Diwa Goa - a Hyatt brand,"₹ 16,150",YES,Majorda | 1.1 km from Majorda Beach,"Location of the Resort is Majorda View On Map (48/10 Village Majorda, Adao Waddo, Salcete). It’s a 5 Star Resort with overall Rating 4.5 Out of 5 where  4.7/5 for Room &  4.7/5 for Cleanliness &  4.6/5 for Amenities . Top Facilities of this Resort are Free Parking & Lawn & Bar. "
194,Resort Palmeiras Dourado,"₹ 2,435",YES,South Goa | 2.5 km from Arossim Beach,"This 3 Star Resort in Goa is located in South Goa. Full Address of property is 258/2, Primeiro Vaddo, Velsao P. O. Cansaulim, Goa. Pincode 403 712 India View On Map This Resort have 4.3 Out of 5 Rating where  4.4/5 for Security &  4.3/5 for Cleanliness &  4.2/5 for Food . Key amenities of this property are Free Wi-Fi & Lawn & Air Conditioning. "
195,Resort De Coracao- Calangute,"₹ 3,970",YES,Calangute | 7-8 minutes walk from Calangute Beach,"Location of the Resort is Calangute View On Map (Near St.Anthony Chapel,Gaurawaddo,Calangute - Candolim Main Road,,Calangute, Bardez.). It’s a 4 Star Resort with overall Rating 3.8 Out of 5 where  4.3/5 for Location &  4.0/5 for Cleanliness &  4.0/5 for Hospitality . Top Facilities of this Resort are Free Parking & Free Wi-Fi & Bar. [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. "
196,Bay 15,"₹ 5,115",YES,North Goa,"This 4 Star Resort in Goa is located in North Goa. Full Address of property is 22/484, sea side pump, Odxel Beach , Dona Paula, Goa View On Map This Resort have 3.8 Out of 5 Rating where  4.3/5 for Location &  4.2/5 for Room &  4.0/5 for Cleanliness . Key amenities of this property are Free Parking & Outdoor Sports & Lawn. "
197,Sukhmantra Resort & Spa,"₹ 2,561",YES,Candolim | 980 m from Candolim Beach,"Location of the Resort is Candolim View On Map (317 / C Baman Vaddo,
Bardez Candolim ,
North Goa . ). It’s a 3 Star Resort with overall Rating 3.3 Out of 5 where  3.8/5 for Location &  3.7/5 for Room &  3.7/5 for Cleanliness . Top Facilities of this Resort are Free Parking & Lawn & Bar. "
198,De Falcon Goa Beach Resorts,"₹ 2,388",YES,Candolim | 4-5 minutes walk from Candolim Beach,"This 3 Star Resort in Goa is located in Candolim. Full Address of property is 503/A, Behind Candolim Health Centre, Opposite Butter Finger, Beside Sun Stay Beach Resort .  View On Map This Resort have 3.3 Out of 5 Rating where  3.9/5 for Room &  3.8/5 for Security &  3.8/5 for Hospitality . Key amenities of this property are Free Parking & Free Wi-Fi & Bar. "
199,Serenity by the Sea Beach Resort,"₹ 2,033",YES,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Resort is Candolim View On Map (443/D2 Wadi, goa, 403515). It’s a 3 Star Resort with overall Rating 3.8 Out of 5 where  4.6/5 for Hospitality &  4.6/5 for Amenities &  4.6/5 for Location . Top Facilities of this Resort are Free Public Parking & Free Wi-Fi & Bar. "
200,Acron Seaway Resort,"₹ 3,826",YES,Candolim | 5-6 minutes walk from Candolim Beach,"This 4 Star Resort in Goa is located in Candolim. Full Address of property is Acron Place,283, Fort Aguada Road, Candolim, Goa 403516 View On Map This Resort have 4.2 Out of 5 Rating where  4.4/5 for Hospitality &  4.3/5 for Value for Money &  4.3/5 for Cleanliness . Key amenities of this property are Free Wi-Fi & Bar & Air Conditioning. "
201,Shikara Beach Resort,"₹ 3,051",YES,Cavelossim | 4-5 minutes walk from Cavelossim Beach,"Location of the Resort is Cavelossim View On Map (Luisa By The Sea, H. NO. - 55, Mobor, Cavelossim, Salcete Goa). It’s a 3 Star Resort with overall Rating 3.7 Out of 5 where  4.4/5 for Location &  4.1/5 for Hospitality &  4.0/5 for Child friendliness . Top Facilities of this Resort are Free Public Parking & Free Wi-Fi & Lawn. "
202,Resort Rio,"₹ 11,160",YES,Arpora | 2.9 km from Baga Beach,"This 5 Star Resort in Goa is located in Arpora. Full Address of property is Tambudki, Arpora, goa View On Map This Resort have 4.0 Out of 5 Rating where  4.3/5 for Hospitality &  4.3/5 for Cleanliness &  4.2/5 for Room . [Free airport/bus stand/railway station pick up & drop worth Rs.2,400]. Key amenities of this property are Free Parking & Free Wi-Fi & Butler Services. "
