,name,price,couple-friendly,location,description
556,Apple Inn | 1 BHK Deluxe Service Apartment,"₹ 1,907",NO,Candolim | 1.2 km from Candolim Beach,"This 3 Star Apartment in Goa is located in Candolim. Full Address of property is sun and sand apartment,Beside Hotel golden Tulip candolim,bardez,goa - 403515 View On Map This Apartment have 3.7 Out of 5 Rating where  5.0/5 for Child friendliness &  4.1/5 for Check-in Experience &  4.1/5 for Location . Key amenities of this property are Living Room & Power Backup & Elevator/Lift. "
557,STAYMAKER Aryas Calangute Stay,"₹ 1,234",NO,Calangute | 1.8 km from Calangute Beach,"Location of the Apartment is Calangute View On Map (Calangute - Baga Rd, Porba Vaddo, Calangute, Goa 403516). Top Facilities of this Apartment are Housekeeping & Air Conditioning. "
558,2BHK Premium Apartment Arpora Baga North Goa,"₹ 11,680",NO,Baga | 0 m from Baga Beach,"Full Address of property is Arpora, Baga View On Map Key amenities of this property are Air Conditioning. "
559,A cheerful 3bhk villa in Siolim with all services,"₹ 36,300",YES,Mapusa,"Location of the Villa is Mapusa View On Map (Villa A8, Heritage Floresta, Shree Ganeshpuri, Goa - 403511). Top Facilities of this Villa are Housekeeping & Air Conditioning. "
560,Juniper by Mangrove Stays,"₹ 6,962",NO,Arpora | 2.6 km from Baga Beach,"This 5 Star Villa in Goa is located in Arpora. Full Address of property is 3004, Riviera Foothills, Arpora, Bardez, Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
561,"""NOMAD MONK"" Stylish Luxe 2 BHK Steps from Sunburn","₹ 3,662",YES,Vagator | 2.3 km from Vagator Beach,"Location of the Apartment is Vagator View On Map (NOMAD MONK ,Flat No -C-002, Ground Floor, Raj Exotic Palms,Anjuna, Goa, India). It’s a 3 Star Apartment with overall Rating 4.0 Out of 5 where  5.0/5 for Kitchen &  5.0/5 for Wifi &  5.0/5 for Check-in Experience . Top Facilities of this Apartment are Washing Machine. "
562,Atithi Devo Bhava,"₹ 1,943",NO,Canacona | 1.8 km from Palolem Beach,"Full Address of property is 110, Bharat Heights, Nagorcem, Canacona View On Map Key amenities of this property are Power Backup & Washing Machine. "
563,The Assagao House,"₹ 4,089",NO,Assagao,Location of the Homestay is Assagao View On Map (57/1 assagaon bardez goa 403507). Top Facilities of this Homestay are Housekeeping & Air Conditioning.
564,The Enchanting Nest,"₹ 1,361",NO,Borim,"Full Address of property is H.NO. 193, Kalmamol, Borim, Ponda-Goa, Ponda View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping. "
565,Leelainn Villas | Rooms & Common Pool,"₹ 6,426",YES,Baga,"Location of the Villa is Baga View On Map (arpora, Near club cabana, Opp green vision resort). Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
566,3 BHK Luxury Penthouse with Private Pool,"₹ 15,383",NO,Candolim,Full Address of property is apt 402 treas next to Hilton Goa resort View On Map This Villa have 5.0 Out of 5 Rating where  5.0/5 for Security &  5.0/5 for Cleanliness &  5.0/5 for Amenities . Key amenities of this property are Living Room & Power Backup & Housekeeping.
567,A beautiful 2bhk duplex apartment near club Cubana,"₹ 10,890",YES,Arpora,"Location of the Apartment is Arpora View On Map (1213, Riviera Foothills, Arpora - 403509). Top Facilities of this Apartment are Caretaker & Housekeeping & Air Conditioning. "
568,Goa Bimbli 2BHK Apartment in Assagao,"₹ 11,651",NO,Assagao,"This 5 Star Apartment in Goa is located in Assagao. Full Address of property is Willy Villa, Xelpem Duler Opp Galaxy Hospital Mapusa Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
569,West Valley Villa 4BHK North Goa,"₹ 15,934",YES,Calangute,"Location of the Homestay is Calangute View On Map (House number 1/30 C Grand Morad, Village Saligao Mapusa Taluka ,Bardez, Goa). Top Facilities of this Homestay are Living Room & Power Backup & Free Parking. "
570,Leisurely Palacio 16th,"₹ 8,565",NO,Benaulim | 2.3 km from Benaulim Beach,"This 5 Star Villa in Goa is located in Benaulim. Full Address of property is House No. 42, Near Cana benaulim ground, benaulim, Goa View On Map Key amenities of this property are Living Room & Tours and Treks & Power Backup. "
571,Dream Casa Villas,"₹ 19,941",YES,Vagator,"Location of the Villa is Vagator View On Map (Chivar Anjuna, Goa). Top Facilities of this Villa are Living Room & Tours and Treks & Power Backup. "
572,Salotel Deluxe,"₹ 1,707",YES,North Goa,This 3 Star Apart-hotel in Goa is located in North Goa. Full Address of property is Salotel saligao Goa View On Map This Apart-hotel have 4.0 Out of 5 Rating where  4.0/5 for Food &  4.0/5 for Amenities &  4.0/5 for Value for Money . Key amenities of this property are Caretaker & Living Room & Power Backup.
573,Taru Rooms Morjim Beach A1,"₹ 3,974",NO,Morjim | 1.7 km from Morjim Beach,"Location of the Apartment is Morjim View On Map (Hs. No. 1104, Modlo Vaddo, Morjim, Goa). "
574,Down Hill Village | Rooms & Caretaker,"₹ 4,365",YES,Anjuna | 2.7 km from Anjuna Beach,Full Address of property is H.no 1266 gaum waddi Siolim arpora road near new petrol pump Anjuna bardez Goa View On Map This Apartment have 3.5 Out of 5 Rating where  4.1/5 for Room &  3.9/5 for Caretaker &  3.9/5 for Value for Money . Key amenities of this property are Housekeeping & Air Conditioning.
575,Casa Eva | A beautiful 2bhk Portuguese villa,"₹ 8,529",YES,Candolim | 2.8 km from Candolim Beach,"Location of the Villa is Candolim View On Map (House No. 1525, Ward- Orda St Sebastian, Village - Candolim, Near Hilton Hotel, Near Saipem Hills, North Goa). It’s a 4 Star Villa with overall Rating 5.0 Out of 5 where  5.0/5 for Host &  5.0/5 for Cleanliness &  5.0/5 for Washroom cleanliness . Top Facilities of this Villa are Caretaker & Living Room & Housekeeping. "
576,StayVista I Riverside Oasis 3 BHK Pool Villa,"₹ 17,076",NO,South Goa | 6.1 km from Goa International Airport,"This 5 Star Villa in Goa is located in South Goa. Full Address of property is Holy Cross Colony,Vasco da Gama,Goa - 403711 View On Map This Villa have 4.8 Out of 5 Rating where  5.0/5 for Host &  5.0/5 for Washroom cleanliness &  5.0/5 for Linen cleanliness . Key amenities of this property are Kitchenette & Caretaker & Living Room. "
577,Avisa | 3 minutes walk to Arambol beach,"₹ 2,734",YES,Arambol Beach | 7-8 minutes walk from Mandrem Beach,"Location of the Villa is Arambol Beach View On Map (Daily Grind Cafe and Lodge, 171, Girkarwada, Dando., Harmal, Pernem., Goa, 403524). Top Facilities of this Villa are Housekeeping & Balcony/Terrace & Room Service. "
578,CASA DA FLORESTA - Lux Jacuzzi - Pool - WiFi -  BBQ,"₹ 7,990",NO,Anjuna | 7-8 minutes walk from Anjuna Beach,"This 4 Star Villa in Goa is located in Anjuna. Full Address of property is KM44, Keshia Holiday kottages, Near Tamarind Hotel, Anjuna View On Map Key amenities of this property are EV Charging Station & Power Backup & Free Wi-Fi. "
579,Mandrem Couples Room By Soulstay,"₹ 1,298",NO,North Goa | 1.8 km from Mandrem Beach,"Location of the Homestay is North Goa View On Map (SOUL STAY Opp  JJ wines, Madhamaj, Mandrem). Top Facilities of this Homestay are Free Wi-Fi & Housekeeping & Air Conditioning. "
580,Chillout Stay Service Apartment,"₹ 5,526",NO,Calangute | 7-8 minutes walk from Calangute Beach,"This 3 Star Apartment in Goa is located in Calangute. Full Address of property is B-4, Flat no 109, Saldana Kyle Garden, Near Foneshwar Temple, Calangute, Goa View On Map This Apartment have 5.0 Out of 5 Rating where . Key amenities of this property are Air Conditioning & Safe & Paid Airport Transfers. "
581,CasaMelhor 2BHK with Sea view in DonaPaula CM054,"₹ 5,801",NO,Panjim,"Location of the Apartment is Panjim View On Map (D-301, Cabo Apartments). Top Facilities of this Apartment are Housekeeping & Paid Airport Transfers. "
582,The Coco View Apartment,"₹ 1,952",YES,Bogmalo | 6.2 km from Goa International Airport,"This 3 Star Apart-hotel in Goa is located in Bogmalo. Full Address of property is Village Issorcim , Hollant Beach View On Map Key amenities of this property are Free Parking & Housekeeping & Lawn. "
583,Spacious 2 BHK Apartment with Pool in Candolim,"₹ 3,446",NO,Candolim | 710 m from Candolim Beach,"Location of the Apartment is Candolim View On Map (Apartment B-103, Chandra Nihchal Residency , Annavaddo, Candolim North Goa 403515). Top Facilities of this Apartment are Living Room & Balcony/Terrace & Air Conditioning. "
584,Casa de Sam's - 2BHK Pool View apartment near Vagator / Anjuna beach,"₹ 3,449",YES,Vagator | 2.5 km from Vagator Beach,"Full Address of property is CASA DE SAM'S flat no. A-204 in Raj Exotic Palms Near Vagator petrol Pumpagator Goa, . View On Map This Apartment have 4.6 Out of 5 Rating where  5.0/5 for Kitchen &  4.6/5 for Host &  4.6/5 for Amenities . Key amenities of this property are Caretaker & Living Room & Power Backup. "
585,Luiza Beach House,"₹ 17,093",NO,Calangute | 5-6 minutes walk from Candolim Beach,"Location of the Homestay is Calangute View On Map (Bhandurkar Statue, calangute, Arpora, Goa - 403516). Top Facilities of this Homestay are Safe. "
586,Saldana Keiran Park,"₹ 3,392",NO,Calangute | 1.3 km from Calangute Beach,"Full Address of property is Keiran Park, Post Office Road, Bardez, Near Neelams The Grand, Calangute, Goa, 403516 View On Map Key amenities of this property are Caretaker & Living Room & Housekeeping. "
587,Modern Pool Facing 2BHK With Spacious Open Terrace,"₹ 3,054",YES,Siolim,"Location of the Apartment is Siolim View On Map (BG3, Riviera Sapphire, 834/6/2 Kudal, Bamman Vaddo). Top Facilities of this Apartment are Living Room & Free Wi-Fi & Tours and Treks. "
588,Casa Timothy Guest House,"₹ 3,916",NO,Anjuna | 4-5 minutes walk from Anjuna Beach,"This 3 Star Villa in Goa is located in Anjuna. Full Address of property is Survey No. 73/3, H. No.- 795, Goankar Vaddo, Anjuna, Bardez, Goa View On Map Key amenities of this property are Kitchenette & Living Room & Power Backup. "
589,Villa La Anila at luisa by the sea,"₹ 14,529",YES,Cavelossim | 2-3 minutes walk from Cavelossim Beach,Location of the Villa is Cavelossim View On Map (Luisa by the sea Villa number 20 opposite Novotel Dona Sylvia hotel cavelossim mobor salcete Goa). Top Facilities of this Villa are Living Room & Housekeeping & Air Conditioning.
590,Luxury 1BHK Serviced Apartment with Balcony Riviera Hermitage,"₹ 3,692",YES,Arpora,"Full Address of property is Riviera Hermitage, inside DoubleTree Hilton Complex View On Map Key amenities of this property are Living Room & Power Backup & Free Parking. "
591,DARRYL RIBEIROS 5 BHK VILLA,"₹ 7,988",YES,Panjim,"Location of the Villa is Panjim View On Map (A Trinity Row Villa ,  New Nomoxint , Near Tel Exchange  ,Behind 8th storeyed bldg 'ANANTARA '  ,Caranzalem   , Panjim Goa 403002). Top Facilities of this Villa are Housekeeping & Free Public Parking. "
592,Adrista Divine Cottage,"₹ 1,977",NO,Arambol Beach | 3.0 km from Mandrem Beach,"Full Address of property is main parking, Arambol, Goa View On Map "
593,Rainforest Enchanto 2BR,"₹ 23,760",NO,Assagao,Location of the Villa is Assagao View On Map (Goa). Top Facilities of this Villa are Power Backup & Free Parking & Air Conditioning.
594,VISHAL HOLIDAY HOMES,"₹ 1,842",NO,Panjim | 2.5 km from Immaculate Conception Church,"Full Address of property is  15/ B Second Floor,Behind campal Clinic, Lake View Colony, Miramar, Goa View On Map This Apartment have 3.9 Out of 5 Rating where  5.0/5 for Check-in Experience &  5.0/5 for Host &  5.0/5 for Washroom cleanliness . Key amenities of this property are Free Parking & Air Conditioning & Safe. "
595,ROYAL PALM RESORT Pvt Pool View Apartment,"₹ 1,947",NO,Benaulim | 1.3 km from Benaulim Beach,"Location of the Apartment is Benaulim View On Map (Near Mariya hall, Benaulim, Margaon Goa). "
596,Colors,"₹ 7,962",NO,Anjuna | 2-3 minutes walk from Anjuna Beach,"Full Address of property is H No 765, ST Minguel Wado, Anjuna Bardez Goa, Mapusa B - 403509 View On Map Key amenities of this property are Caretaker & Power Backup & Free Parking. "
597,Premier Apartment Goa-2 BHK Apartment,"₹ 4,601",YES,Benaulim,"Location of the Apartment is Benaulim View On Map (Flat 103, Opposite The Village Panchayat Benaulim Goa). Top Facilities of this Apartment are Living Room & Air Conditioning. "
598,Studio Apartment in Calangute,"₹ 4,506",NO,Calangute | 1.3 km from Calangute Beach,"This 3 Star Apartment in Goa is located in Calangute. Full Address of property is Royal Landscape III, Near Bank of Baroda, Calangute, Nikhil Wines, Calangute, goa, 403516 View On Map This Apartment have 4.0 Out of 5 Rating where  5.0/5 for Location &  5.0/5 for Caretaker &  5.0/5 for Value for Money . Key amenities of this property are Housekeeping & Air Conditioning & Safe. "
599,Shrushthee Holiday Homes,"₹ 1,112",NO,Vagator | 920 m from Vagator Beach,"Location of the BnB is Vagator View On Map (House Number 533, Coutinho Vaddo, Vagator, Goa 403509). It’s a 3 Star BnB with overall Rating 4.4 Out of 5 where  5.0/5 for Location &  5.0/5 for Host &  5.0/5 for Food arrangement . Top Facilities of this BnB are Caretaker & Power Backup & Housekeeping. "
600,Casa Lopes,"₹ 1,295",NO,Panjim | 2.1 km from Immaculate Conception Church,"Full Address of property is Casa Lopes, near caravela cafe, Fontainhas, Goa View On Map This Homestay have 2.0 Out of 5 Rating where  2.6/5 for Location &  2.0/5 for Host &  2.0/5 for Security . Key amenities of this property are Housekeeping & Air Conditioning. "
601,Homestaycation,"₹ 5,076",NO,Anjuna | 80 m from Anjuna Beach,Location of the Apartment is Anjuna View On Map (Anjuna Goa). Top Facilities of this Apartment are Power Backup & Housekeeping.
602,ALMERIA' Walk to Candolim Beach : CM011,"₹ 3,307",NO,Candolim | 1.1 km from Candolim Beach,"This 4 Star Apartment in Goa is located in Candolim. Full Address of property is C2,205 , Devashri Sun and Sand, ,Candolim,Goa
 View On Map Key amenities of this property are Elevator/Lift & Air Conditioning & Paid Airport Transfers. "
603,2 BHK apartment in Assagaon,"₹ 7,008",NO,Assagao,Location of the Apartment is Assagao View On Map (Serrenidade apartment Assagaon). Top Facilities of this Apartment are Living Room & Air Conditioning.
604,Nasa Ikigai Boutique Apartment 2BHK Penthouse,"₹ 9,218",NO,Assagao,"Full Address of property is opposite Rainbow House, Bairo Alto, Assagao, Goa View On Map Key amenities of this property are Living Room. "
605,Bliss rooms,"₹ 1,340",NO,North Goa,Location of the BnB is North Goa View On Map (gaura waddo calangute bardez goa opp jameleshwar temple behind kyriad hotel calangute candolim border). Top Facilities of this BnB are Caretaker & Living Room & Balcony/Terrace.
606,Orange Sky Beach Resort,₹ 876,YES,Arambol Beach | 1.4 km from Mandrem Beach,"Full Address of property is Bag Dando Rd, Kepkerwada, Arambol View On Map "
607,Pool View Cozy 1 BHK Apartment Near Club Cabana,"₹ 2,061",NO,Arpora | 2.6 km from Baga Beach,"Location of the Apartment is Arpora View On Map (Riviera Foothills, next to club cabana Arpora). Top Facilities of this Apartment are Living Room & Air Conditioning. "
608,The Peace Poshtel Vagator,"₹ 1,083",NO,Vagator | 1.5 km from Vagator Beach,Full Address of property is H No 1656 Deulwada Anjuna Vagator Goa View On Map Key amenities of this property are Free Wi-Fi & Power Backup & Free Parking.
609,Dodi Holiday Homes,"₹ 2,288",YES,Baga | 4-5 minutes walk from Baga Beach,"Location of the Holiday Home is Baga View On Map (Behind Bistro restaurant, Near Brittos Baga Beach Baga Bardez Goa). It’s a 3 Star Holiday Home with overall Rating 4.1 Out of 5 where  5.0/5 for Hospitality &  5.0/5 for Food &  4.8/5 for Location . Top Facilities of this Holiday Home are Caretaker & Power Backup & Housekeeping. "
610,BELLACASA B04,"₹ 1,752",YES,Siolim,"This 4 Star Apartment in Goa is located in Siolim. Full Address of property is B04,BELLACASA,MADLA BHAT RD,KUDAL,SIOLIM,NORTH GOA View On Map "
611,Three Bedroom Villa in Baga,"₹ 3,906",NO,Baga | 2-3 minutes walk from Baga Beach,"Location of the Villa is Baga View On Map (in a residential complex, Near Titos Lane). Top Facilities of this Villa are Air Conditioning & Paid Airport Transfers. "
612,Muffys Holiday Villa,"₹ 7,776",YES,Calangute | 2.6 km from Baga Beach,"Full Address of property is House No  154- 1 Diwan Bhati

Arpora Bardez Goa Behind Bank Of Baroda

ARPORA Baga  GOA 403516 View On Map Key amenities of this property are Caretaker & Living Room & Power Backup. "
613,Kings Sea view Sky villa,"₹ 14,484",YES,South Goa | 6.4 km from Goa International Airport,Location of the Villa is South Goa View On Map (SKY VILLA FOURTH FLOOR SAWANTH ENCLAVE JAIRAM NAGAR Dabolim). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
614,Luxury greek style villa with private pool access,"₹ 19,483",YES,North Goa,"This 5 Star Villa in Goa is located in North Goa. Full Address of property is sangolda, Goa View On Map Key amenities of this property are Kitchenette & Power Backup & Free Wi-Fi. "
615,Casa Fortuna,"₹ 6,361",NO,Panjim,"Location of the Villa is Panjim View On Map (21/15/A, The Castle, Behind N.I.O Guest House, P. O N.I.O,Aivao, Dona Paula
). It’s a 4 Star Villa with overall Rating 3.7 Out of 5 where  4.0/5 for Amenities &  3.9/5 for Cleanliness &  3.6/5 for Security . Top Facilities of this Villa are Free Wi-Fi & Housekeeping & Free Parking. "
616,Rocky dream,"₹ 7,127",NO,Siolim,"Full Address of property is Exotic Regency Phase 2, Kudal, Siolim, Goa View On Map Key amenities of this property are Washing Machine & Air Conditioning. "
617,A beautiful 3bhk villa with shared pool in Assagao,"₹ 45,375",YES,Assagao,"Location of the Villa is Assagao View On Map (Villa B1, JD Enclave, Assagao, North Goa - 403507). Top Facilities of this Villa are Housekeeping & Air Conditioning. "
618,04 Camouflage by Nirvana Abode,"₹ 3,319",NO,Anjuna | 2.9 km from Anjuna Beach,"This 3 Star Cottage in Goa is located in Anjuna. Full Address of property is Tito's White House, Aguada - Siolim Road, Anjuna, Goa, India View On Map Key amenities of this property are Power Backup & Housekeeping & Air Conditioning. "
619,"Greenwood Meadow Goa, Candolim","₹ 2,086",NO,Candolim | 1.6 km from Candolim Beach,"Location of the Apartment is Candolim View On Map (Greenwood Meadows, Pilerne - Candolim Rd, Candolim, Goa 403151). Top Facilities of this Apartment are Free Wi-Fi. "
620,4Bhk White Door Villa North Goa,"₹ 31,145",NO,North Goa,"Full Address of property is Shanta Durga, Casa Del Amor, Shanthadurga Temple Rd, opp. Palm Residency, next to Picnic Residency, Porvorim, Sangolda, Goa 403521 View On Map Key amenities of this property are Air Conditioning. "
621,3BHK Luxurious Penthouse Villa by Holidayabodein,"₹ 13,745",NO,Siolim,"Location of the Apartment is Siolim View On Map (Penthouse 2, Goveia Village Homes,  33/1, Marna,Near Church Siolim, Goa). Top Facilities of this Apartment are Air Conditioning. "
622,Calvin Periera 3BHK holiday villa,"₹ 44,125",NO,Varca | 920 m from Varca Beach,"Full Address of property is 4, Calvin's Retreat, Pedda - Colva Rd, Fatrade, Varca, Goa, India View On Map Key amenities of this property are Living Room. "
623,Gomes Homestay in South Goa,"₹ 4,365",NO,Benaulim | 1.8 km from Benaulim Beach,Location of the Homestay is Benaulim View On Map (H.NO.4 /K.GF -1 ADUSLIM CANA BENAULIM SALCETTE GOA 403717). Top Facilities of this Homestay are Power Backup & Balcony/Terrace & Air Conditioning.
624,1 bhk premium apartment,"₹ 17,443",NO,Candolim | 1.6 km from Candolim Beach,"Full Address of property is Candolim Rd, Candolim, Goa 403151 View On Map Key amenities of this property are Living Room & Safe. "
625,Mae Terra by Jade,"₹ 28,189",YES,North Goa,"Location of the Villa is North Goa View On Map (Dwar EcoDesign, Bicholim Road, Chorao, Goa). Top Facilities of this Villa are Caretaker & Living Room & Power Backup. "
626,Casa Del Amor Villa 4,"₹ 15,452",NO,North Goa,"Full Address of property is Shanta Durga, Casa Del Amor, Shanthadurga Temple Rd, opp. Palm Residency, next to Picnic Residency, Porvorim, View On Map Key amenities of this property are Air Conditioning. "
627,SaffronStays  De La Mer,"₹ 30,040",YES,Nerul,"Location of the Villa is Nerul View On Map (Villa F3, 3 Kings Resort, Reis Margos, Nerul, Goa). Top Facilities of this Villa are Kitchenette & Caretaker & Living Room. "
628,Cilantro-Agonda Canacona | Rooms & Wi-Fi,"₹ 1,467",NO,Agonda | 4-5 minutes walk from Agonda Beach,"Full Address of property is Cilantro Agonda, Dwalkhazan, Agonda, Canacona, Agonda View On Map This Cottage have 3.3 Out of 5 Rating where  3.6/5 for Location &  3.6/5 for Check-in Experience &  3.6/5 for Value for Money . Key amenities of this property are Caretaker & Tours and Treks & Cafe. "
629,Golden Villa 1 BHK- B,"₹ 3,172",NO,Calangute | 1.6 km from Calangute Beach,Location of the Apartment is Calangute View On Map (ALEX ROAD NIKKA VADDO CALANGUTE). It’s a 3 Star Apartment with overall Rating 5.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Top Facilities of this Apartment are Living Room & Tours and Treks & Air Conditioning.
630,AspireJiaVillas-3/4/7Bhk-WiFi-Pool-Beach700m-Candolim,"₹ 15,924",YES,Candolim | 780 m from Candolim Beach,"Full Address of property is Unit No. 6, HOUSE NO. 1278/B-6, JIA COMPLEX, ANNA VADDO, CANDOLIM,BARDEZ GOA 403515 View On Map Key amenities of this property are Kitchenette & Caretaker & Living Room. "
631,Honeymoon Special Pool Front 1 BHK Cozy Apartment,"₹ 2,029",YES,Siolim,"Location of the Apartment is Siolim View On Map (Bamman Vaddo, Siolim). It’s a 3 Star Apartment with overall Rating 5.0 Out of 5 where  5.0/5 for Location &  5.0/5 for Amenities &  5.0/5 for Cleanliness . Top Facilities of this Apartment are Free Wi-Fi & Washing Machine & Housekeeping. "
632,Most Convenient 2Br Apartment in Central Anjuna,"₹ 5,396",NO,Anjuna | 7-8 minutes walk from Anjuna Beach,"This 3 Star Apartment in Goa is located in Anjuna. Full Address of property is B15-104, Level 1, Charvi Reemz Anjuna Mapusa Rd, Dmello Vaddo, Anjuna, Goa 
(Opp. Oxford Arcade) View On Map Key amenities of this property are Living Room & Power Backup & Free Parking. "
633,Angies Villa,"₹ 5,440",NO,Calangute | 4-5 minutes walk from Calangute Beach,Location of the Apartment is Calangute View On Map (Angies villa Calangute Maddo Waddo Goa). Top Facilities of this Apartment are Air Conditioning.
634,Sand Castles Holiday Homes 3,"₹ 3,886",NO,Panjim,"Full Address of property is Behind Shalom Co-Op Housing Society, Nomoxin, P. O. Caranzalem View On Map "
635,2 BHK Luxury Villa Near Baga Beach Arpora Goa,"₹ 12,107",NO,Baga | 7-8 minutes walk from Baga Beach,"Location of the Villa is Baga View On Map (VILLA NUMBER T-1, LAKE SIDE RESIDENCY, ARPORA, GOA). Top Facilities of this Villa are Power Backup & Safe & Paid Airport Transfers. "
636,Villa Casa De Mello By East Bourne,"₹ 4,764",NO,North Goa,"Full Address of property is House No 7/24 Casa De Mello,Salmon, Saligaon, North Goa View On Map Key amenities of this property are Housekeeping & Air Conditioning & Washing Machine. "
637,Marigold Charming | 2 BHK Service Apartment,"₹ 3,277",NO,Candolim | 5-6 minutes walk from Candolim Beach,"Location of the Apartment is Candolim View On Map (A-12, Marigold Building, Dauna Alcina, Candolim, Bardez, Candolim, 403515). Top Facilities of this Apartment are Caretaker & Living Room & Lawn. "
638,Luxury Space for 6 near Beach,"₹ 10,528",NO,Candolim | 7-8 minutes walk from Candolim Beach,"Full Address of property is Near Dona Florina Escrivao Vaddo, Candolim, Goa 403515, India View On Map Key amenities of this property are Housekeeping & Air Conditioning & Safe. "
639,A Place for 2 with WiFi,"₹ 2,144",NO,Calangute | 7-8 minutes walk from Calangute Beach,Location of the Homestay is Calangute View On Map (Calangute). Top Facilities of this Homestay are Air Conditioning & Safe.
640,2 BHK Flat Near Baga Beach & Titos,"₹ 3,737",NO,Baga | 5-6 minutes walk from Baga Beach,"This 3 Star Apartment in Goa is located in Baga. Full Address of property is Apt C-5, 2nd Floor, Opp Titos Lane(500 mts from Baga Beach),Baga Beach , Baga, Goa 403516 View On Map Key amenities of this property are Power Backup & Free Public Parking & Housekeeping. "
641,Contemporary 4BHK Villa with Private Pool near Candolim,"₹ 18,637",YES,Nerul,Location of the Villa is Nerul View On Map (Nerul-Reis Margos Road). Top Facilities of this Villa are Living Room & Power Backup & Housekeeping.
642,Celestial Casa,"₹ 1,579",YES,Vagator,"This 4 Star Apartment in Goa is located in Vagator. Full Address of property is Celestial Casa by Sabh Infra, Vagator, Goa, India View On Map Key amenities of this property are Living Room & Washing Machine & Housekeeping. "
643,Jiten Homestay,"₹ 1,794",NO,Anjuna | 7-8 minutes walk from Anjuna Beach,Location of the Homestay is Anjuna View On Map (1673). Top Facilities of this Homestay are Free Wi-Fi.
644,Shoolin Homestay,"₹ 2,016",YES,North Goa | 1.5 km from Basilica Of Bom Jesus,"This 3 Star Homestay in Goa is located in North Goa. Full Address of property is House No. 225/3, Dinesh Nagar, Old Goa, Panjim View On Map This Homestay have 3.8 Out of 5 Rating where  4.9/5 for Host responsiveness &  4.1/5 for Host &  3.9/5 for Check-in Experience . Key amenities of this property are Caretaker & Free Wi-Fi & Power Backup. "
645,The Bungalows Light House Goa,"₹ 11,158",YES,Candolim | 7-8 minutes walk from Candolim Beach,"Location of the Villa is Candolim View On Map (Villa No B- 27 , Candolim, Goa). Top Facilities of this Villa are Living Room & Cafe & Housekeeping. "
646,Villa Sapphire close to Baga with Pool,"₹ 23,358",NO,Arpora | 2.6 km from Baga Beach,"Full Address of property is Monte Carlo Retreat, Villa F, Ghorbhat Vaddo, (After Villa, Arpora, Goa 403516) View On Map Key amenities of this property are Air Conditioning. "
647,Goa Kantaa 2BHK Apartment in Assagao,"₹ 14,924",NO,Assagao,"Location of the Apartment is Assagao View On Map (Xelpem duler Opp galaxy hospital Mapusa, Assagao, Goa). Top Facilities of this Apartment are Living Room & Air Conditioning. "
648,Meraki Ikigai Boutique Apartment 2BHK First Floor,"₹ 9,218",NO,Assagao,"Full Address of property is opposite Rainbow House, Bairo Alto, Assagao, Goa View On Map Key amenities of this property are Living Room & Air Conditioning. "
649,Baga beach view,"₹ 8,841",NO,Calangute | 1.3 km from Calangute Beach,"Location of the Holiday Home is Calangute View On Map (7/36, Near Royal heritage, Arpora, Goa). Top Facilities of this Holiday Home are Caretaker & Housekeeping & Air Conditioning. "
650,HEART AND SOUL APARTMENT,"₹ 1,551",YES,Siolim,"This 4 Star Apartment in Goa is located in Siolim. Full Address of property is riviera sapphire , gate 4 , 513 View On Map Key amenities of this property are Living Room & Power Backup & Washing Machine. "
651,Luxury Private Pool Serviced Villa,"₹ 32,269",YES,Calangute | 7-8 minutes walk from Candolim Beach,"Location of the Villa is Calangute View On Map (Gaura Vaddo, Calangute, Bardez Goa). It’s a 5 Star Villa with overall Rating 5.0 Out of 5 where  5.0/5 for Host &  5.0/5 for Host responsiveness &  5.0/5 for Check-in Experience . Top Facilities of this Villa are Living Room & Power Backup & Housekeeping. "
652,Golden Dreams,₹ 816,NO,Palolem | 2.2 km from Palolem Beach,"Full Address of property is 814/4, Patnem, Canacona, South Goa, 403702 Patnem, India View On Map This Camp have 3.6 Out of 5 Rating where  5.0/5 for Room &  4.4/5 for Location &  3.9/5 for Cleanliness . Key amenities of this property are Cafe & Power Backup & Free Wi-Fi. "
653,Jasmine,"₹ 2,669",NO,Assagao,"Location of the Apartment is Assagao View On Map (Assagao, Goa, India). Top Facilities of this Apartment are Air Conditioning. "
654,Blue Water Villa-4 BHK Villa with private pool,"₹ 32,285",NO,Calangute | 5-6 minutes walk from Candolim Beach,"This 5 Star Villa in Goa is located in Calangute. Full Address of property is 3/46 Mudda vaddo, Saligao, Calangute, Bardez, Goa, Calangute, Sianath Soft Drinks, Purple Zone and Rane Wines, Saligao, Goa, 403511, 3/46 Mudda vaddo, Saligao, Calangute, Bardez, Goa, Calangute, Sianath Soft Drinks, Purple Zone and Rane Wines, Saligao, Goa, 403511 View On Map Key amenities of this property are Power Backup & Free Wi-Fi & Housekeeping. "
